total_votes,weighted_average_vote,imdb_title_id,allgenders_18age_avg_vote,allgenders_30age_avg_vote,allgenders_45age_avg_vote,males_allages_avg_vote,females_allages_avg_vote,us_voters_votes,non_us_voters_votes
327,4.2,tt0160182,3.6,4.5,3.9,4.3,3.7,130.0,114.0
22775,5.3,tt0160184,5.7,5.2,5.3,5.3,5.5,2893.0,13705.0
846,6.4,tt0160216,6.6,6.1,6.4,6.1,6.6,336.0,276.0
122,5.5,tt0160229,6.5,5.8,5.0,5.4,6.5,58.0,28.0
9301,3.9,tt0160236,4.3,3.7,3.9,3.8,4.3,3315.0,3290.0
324,3.4,tt0160245,2.6,3.1,4.0,3.4,2.4,54.0,187.0
136,5.8,tt0160256,6.7,6.0,5.3,5.6,7.4,21.0,81.0
149,6.6,tt0160275,7.0,7.4,5.8,6.5,5.7,75.0,42.0
104,3.5,tt0160278,2.5,3.2,4.2,3.5,3.1,38.0,43.0
111,5.6,tt0160285,7.5,5.6,5.2,5.6,6.2,43.0,37.0
1220,5.6,tt0160289,6.0,5.5,5.6,5.5,6.0,283.0,584.0
1120,5.3,tt0160298,5.8,5.4,4.9,5.3,5.3,533.0,267.0
163,6.9,tt0160330,6.9,7.1,6.4,6.6,7.5,17.0,109.0
121,6.6,tt0160334,6.8,7.3,5.9,6.6,6.1,12.0,75.0
2309,6.0,tt0160338,6.4,6.0,5.9,5.9,6.2,916.0,733.0
327,5.8,tt0160339,6.2,6.0,5.4,5.8,5.2,54.0,186.0
280,3.9,tt0160376,5.7,3.5,3.0,3.5,3.3,102.0,70.0
149,6.1,tt0160395,5.3,5.7,6.1,5.9,6.0,32.0,63.0
21910,6.2,tt0160399,6.2,6.2,6.3,6.2,6.4,4691.0,11595.0
5438,6.3,tt0160401,6.5,6.2,6.1,6.2,6.4,1808.0,2071.0
1082,5.9,tt0160403,5.6,6.1,5.9,6.0,5.3,403.0,393.0
120,5.6,tt0160414,6.0,5.6,4.5,5.5,5.2,44.0,43.0
3526,4.4,tt0160429,4.8,3.9,3.8,3.6,5.5,1155.0,1343.0
182,4.0,tt0160434,3.2,3.9,4.6,3.9,4.4,59.0,82.0
119,6.7,tt0160439,5.0,7.0,6.4,6.6,8.3,37.0,59.0
1635,7.3,tt0160440,7.2,7.4,7.2,7.3,7.2,601.0,674.0
136,4.7,tt0160447,4.0,4.7,4.9,4.8,4.6,54.0,44.0
643,6.5,tt0160459,5.8,6.6,6.5,6.5,6.5,278.0,193.0
150,6.1,tt0160481,6.4,6.1,6.3,6.0,6.9,55.0,53.0
10133,4.8,tt0160484,4.9,4.8,5.0,4.8,5.0,2396.0,4663.0
853,4.7,tt0160495,4.6,4.7,4.7,4.7,5.0,282.0,304.0
521,5.4,tt0160498,5.0,4.4,5.9,5.0,6.3,310.0,95.0
1941,6.6,tt0160509,6.7,6.5,6.6,6.4,7.0,493.0,895.0
3891,6.6,tt0160513,7.2,6.6,6.7,6.6,7.0,1084.0,1686.0
408,5.2,tt0160518,5.1,5.0,5.2,4.8,6.2,119.0,172.0
155,5.6,tt0160534,9.0,5.1,5.8,5.5,7.8,34.0,89.0
500,7.0,tt0160535,7.2,7.1,6.7,6.9,7.1,169.0,254.0
351,4.8,tt0160547,4.0,4.7,5.3,4.9,4.9,98.0,164.0
307,6.5,tt0160550,6.6,6.3,7.0,6.4,6.9,37.0,185.0
128,4.0,tt0160558,3.6,3.8,4.9,4.0,4.5,9.0,84.0
499,5.8,tt0160574,5.0,5.4,6.0,5.8,4.6,258.0,93.0
105,6.2,tt0160586,,5.6,6.4,6.2,5.8,12.0,71.0
721,6.1,tt0160596,6.8,6.1,6.1,6.1,6.3,47.0,479.0
12951,6.4,tt0160611,6.5,6.4,6.3,6.4,6.6,1436.0,7948.0
219,5.7,tt0160616,8.0,6.0,5.3,5.6,5.3,112.0,56.0
4169,6.1,tt0160620,6.3,6.0,6.1,6.0,6.5,1067.0,2029.0
3050,5.5,tt0160644,5.9,5.5,5.6,5.3,6.1,660.0,1544.0
294,4.6,tt0160652,3.7,4.4,4.7,4.5,4.9,104.0,110.0
222,5.6,tt0160663,6.8,5.3,5.2,5.4,5.6,65.0,88.0
2514,6.7,tt0160672,7.1,6.7,6.8,6.8,6.7,1101.0,714.0
860,5.5,tt0160706,6.1,5.4,5.5,5.5,5.6,297.0,384.0
228,7.1,tt0160710,6.8,7.5,6.9,7.2,6.4,121.0,27.0
885,6.3,tt0160749,6.7,6.4,6.2,6.4,5.7,359.0,278.0
135,6.9,tt0160759,6.6,7.0,7.1,6.8,6.9,3.0,93.0
42472,6.4,tt0160797,6.6,6.3,6.4,6.4,6.4,10216.0,19878.0
168,5.8,tt0160800,6.2,5.4,6.3,5.7,5.9,34.0,84.0
448,7.1,tt0160801,7.1,7.0,6.2,6.6,7.3,70.0,243.0
146,6.4,tt0160811,6.1,6.5,6.4,6.4,6.5,5.0,114.0
79840,5.9,tt0160862,6.1,5.7,5.9,5.7,6.1,20647.0,32971.0
373,5.3,tt0160905,5.7,4.9,4.8,4.8,6.1,142.0,125.0
20484,6.0,tt0160916,6.2,6.0,5.9,5.9,6.3,4553.0,9957.0
105,6.5,tt0160947,8.0,5.9,6.6,6.5,6.8,2.0,72.0
514,6.9,tt0160966,6.5,8.3,5.6,5.2,9.0,302.0,15.0
544,6.0,tt0160986,6.5,5.5,6.2,5.7,6.4,124.0,268.0
182,7.1,tt0160994,7.3,7.3,6.7,7.1,7.4,33.0,121.0
227,4.5,tt0161003,8.0,5.9,2.9,4.4,5.9,188.0,8.0
2275,6.0,tt0161010,6.0,5.9,6.2,6.0,6.1,332.0,1349.0
191,5.3,tt0161013,5.6,5.0,5.3,5.2,5.7,10.0,130.0
3133,6.7,tt0161023,7.0,6.6,6.6,6.6,6.9,1219.0,996.0
475,3.4,tt0161029,1.7,3.4,3.5,3.4,2.8,149.0,232.0
696,4.8,tt0161052,5.5,4.8,4.0,4.8,4.9,13.0,499.0
220,6.5,tt0161061,6.6,6.8,6.4,6.5,7.0,68.0,92.0
112097,6.6,tt0161081,6.6,6.5,6.6,6.5,6.8,25810.0,52668.0
14317,5.5,tt0161083,6.0,5.4,5.3,5.5,5.7,3640.0,6628.0
343,5.6,tt0161084,4.3,5.8,5.3,5.3,7.0,154.0,105.0
250,2.9,tt0161088,2.2,2.7,3.2,2.9,2.6,119.0,85.0
7811,7.0,tt0161100,7.4,6.9,6.5,6.9,7.2,3631.0,1548.0
112,5.5,tt0161109,7.8,5.8,5.0,5.4,4.2,50.0,25.0
141,5.5,tt0161122,5.4,5.3,5.6,5.4,4.7,35.0,70.0
266,7.3,tt0161215,7.7,7.6,5.8,7.3,7.1,30.0,144.0
2164,6.5,tt0161216,6.3,6.5,6.5,6.4,6.9,1101.0,498.0
294,5.4,tt0161219,5.4,5.7,5.1,5.2,5.8,118.0,89.0
107,5.6,tt0161231,7.2,6.0,5.0,5.6,5.3,18.0,71.0
6463,6.8,tt0161292,7.0,6.8,6.6,6.8,6.8,461.0,4176.0
592,6.2,tt0161389,6.0,6.1,6.1,6.2,5.4,12.0,380.0
204,5.2,tt0161446,4.1,5.8,4.8,5.5,3.1,66.0,72.0
188,6.3,tt0161454,6.8,6.0,6.2,6.0,7.3,21.0,114.0
249,4.6,tt0161485,,4.4,4.7,4.4,5.6,96.0,90.0
3152,4.6,tt0161492,4.6,4.5,4.8,4.6,4.5,738.0,1637.0
205,7.3,tt0161535,8.0,7.5,5.6,7.2,7.0,16.0,125.0
160,4.1,tt0161539,5.2,4.2,3.9,4.1,4.3,8.0,106.0
612,6.0,tt0161542,5.3,5.6,6.5,6.1,5.3,124.0,321.0
320,7.3,tt0161562,7.1,7.2,6.8,7.1,7.4,11.0,243.0
232,7.3,tt0161609,7.1,7.3,6.3,7.2,6.8,22.0,138.0
315,5.0,tt0161612,5.7,5.2,4.8,4.9,5.3,195.0,47.0
250,6.1,tt0161644,6.5,6.2,5.6,6.2,5.3,71.0,99.0
368,6.8,tt0161743,6.5,7.1,6.2,6.5,8.2,222.0,60.0
165,4.6,tt0161767,4.0,4.7,4.7,4.6,4.7,29.0,101.0
141,7.1,tt0161777,7.1,6.9,7.1,7.0,7.6,16.0,80.0
216,6.6,tt0161815,7.0,6.6,6.7,6.6,7.3,26.0,126.0
123,5.2,tt0161837,6.0,5.0,5.2,5.3,4.8,55.0,40.0
282,4.1,tt0161841,4.8,4.1,4.1,4.2,4.1,132.0,76.0
652,3.9,tt0161849,3.6,3.9,4.1,3.9,4.0,94.0,390.0
11894,7.5,tt0161860,7.6,7.5,7.6,7.5,7.8,2553.0,6262.0
408,6.8,tt0161931,6.8,6.9,6.5,6.7,7.6,38.0,235.0
826,7.0,tt0161935,7.3,6.8,6.6,6.9,7.1,40.0,486.0
855,5.1,tt0161942,4.9,5.0,5.1,4.9,6.2,354.0,260.0
248,7.1,tt0161968,7.0,7.3,5.8,7.1,6.9,27.0,143.0
294,7.3,tt0161973,7.4,7.3,6.2,7.2,7.5,36.0,166.0
490,6.9,tt0161977,6.1,7.1,6.8,6.8,7.4,90.0,247.0
368,7.1,tt0161978,7.3,7.1,5.8,7.1,6.8,82.0,176.0
392,7.0,tt0161979,7.0,7.0,7.1,7.1,6.3,83.0,191.0
747,6.9,tt0161981,7.1,6.8,6.9,6.9,7.2,171.0,326.0
178,7.0,tt0161996,6.9,6.9,6.9,6.9,6.5,19.0,107.0
187,6.6,tt0162020,5.5,6.3,6.5,6.4,6.1,19.0,118.0
2489,7.4,tt0162023,7.6,7.6,7.0,7.4,7.6,500.0,1312.0
950,6.1,tt0162024,3.8,6.1,6.2,6.2,4.9,381.0,261.0
178,6.5,tt0162026,6.4,7.3,6.1,6.3,7.5,21.0,122.0
250,3.4,tt0162030,3.1,3.4,3.8,3.4,3.0,94.0,93.0
555,2.0,tt0162035,2.0,1.6,2.2,1.6,3.6,208.0,246.0
162,5.7,tt0162050,6.8,6.0,5.6,5.8,6.3,48.0,71.0
490,7.8,tt0162162,8.0,7.9,5.8,7.7,7.6,10.0,332.0
921,3.1,tt0162211,2.9,3.0,3.2,3.1,2.5,392.0,318.0
483947,7.8,tt0162222,8.0,7.7,7.5,7.8,7.7,80349.0,226242.0
1354,6.6,tt0162236,6.7,6.6,6.6,6.7,6.6,687.0,287.0
321,5.8,tt0162310,5.9,5.8,5.7,5.7,6.0,81.0,133.0
204,3.4,tt0162315,1.9,4.4,2.0,3.4,2.2,53.0,109.0
108270,7.3,tt0162346,7.4,7.3,7.3,7.3,7.3,26850.0,51243.0
2659,7.7,tt0162348,8.0,8.1,7.0,7.6,8.1,2367.0,117.0
9327,6.3,tt0162360,6.2,6.1,6.5,6.1,6.7,3354.0,3236.0
135,5.7,tt0162420,5.6,5.7,6.0,5.7,5.5,17.0,74.0
3905,7.3,tt0162426,7.3,7.4,7.0,7.3,7.3,194.0,2860.0
5551,6.4,tt0162480,6.7,5.9,4.7,6.3,5.9,175.0,1640.0
325,4.5,tt0162509,3.7,4.5,4.9,4.3,5.0,15.0,217.0
610,6.6,tt0162555,6.2,6.7,6.6,6.7,6.6,32.0,410.0
777,6.4,tt0162556,6.8,6.5,6.2,6.4,6.6,64.0,505.0
3962,6.7,tt0162625,6.6,6.7,6.8,6.7,6.8,349.0,2609.0
233,5.1,tt0162632,3.4,5.1,5.3,5.0,4.8,2.0,155.0
70328,5.9,tt0162650,6.1,5.9,5.9,5.9,5.9,13016.0,35525.0
311898,7.3,tt0162661,7.4,7.3,7.3,7.3,7.5,57184.0,153639.0
990,6.2,tt0162662,6.4,6.2,6.1,5.8,6.8,526.0,213.0
34509,6.7,tt0162677,6.9,6.6,6.6,6.7,6.5,10787.0,14083.0
521,6.1,tt0162709,6.0,5.9,6.1,6.0,6.0,89.0,306.0
7877,7.2,tt0162710,7.1,7.0,7.3,7.2,6.5,2764.0,2517.0
1376,5.0,tt0162711,5.2,4.9,5.1,5.0,5.0,521.0,445.0
1046,4.8,tt0162766,5.3,4.8,4.6,4.8,4.5,170.0,625.0
3620,7.2,tt0162830,7.2,7.2,6.9,7.0,7.4,1616.0,916.0
216,5.5,tt0162838,5.0,5.8,5.5,5.5,5.8,135.0,48.0
339,5.1,tt0162854,5.1,5.2,5.0,5.0,6.0,177.0,92.0
5702,7.2,tt0162866,7.3,7.2,7.2,7.3,7.0,1294.0,2699.0
296,5.4,tt0162874,5.3,5.4,5.2,5.3,6.3,62.0,148.0
483,6.5,tt0162875,6.5,6.4,6.5,6.4,6.4,37.0,307.0
104,2.5,tt0162876,2.2,2.4,2.6,2.3,2.9,56.0,29.0
155,5.7,tt0162901,8.5,5.9,5.4,5.7,5.6,24.0,91.0
433,6.6,tt0162903,5.0,6.8,6.2,5.9,7.3,248.0,42.0
161,5.6,tt0162907,6.0,5.6,5.5,5.6,5.5,84.0,45.0
522,7.1,tt0162909,7.7,7.2,6.8,7.1,7.0,167.0,218.0
175,4.8,tt0162924,2.6,5.4,4.5,4.9,4.3,47.0,81.0
322,5.6,tt0162928,4.9,5.7,5.8,5.7,4.5,149.0,98.0
3198,1.9,tt0162930,1.9,1.9,1.9,1.8,2.4,1043.0,1454.0
124,6.8,tt0162942,6.3,6.8,7.4,6.9,6.5,3.0,84.0
498,3.0,tt0162945,2.3,3.2,3.3,3.0,3.4,162.0,232.0
1846,6.1,tt0162958,5.9,6.2,5.9,6.1,6.0,229.0,1138.0
11937,7.5,tt0162973,7.4,7.4,7.6,7.5,7.3,2733.0,5686.0
11408,4.9,tt0162983,5.4,4.8,4.8,4.7,5.2,3076.0,4702.0
228,1.6,tt0163000,1.6,1.4,2.0,1.6,2.2,72.0,116.0
275,6.2,tt0163006,7.4,5.9,6.4,6.3,6.2,63.0,146.0
269,3.7,tt0163016,4.3,3.2,3.8,3.6,3.9,84.0,108.0
856,7.3,tt0163019,7.0,7.5,6.8,7.3,7.9,34.0,609.0
280727,5.9,tt0163025,6.1,5.8,6.1,5.9,6.2,52704.0,121588.0
156,5.1,tt0163030,5.7,5.0,5.1,5.1,4.1,14.0,108.0
306,4.4,tt0163069,3.7,4.5,4.2,4.3,3.7,73.0,118.0
400,5.8,tt0163080,5.9,5.2,5.9,5.6,5.9,27.0,248.0
374,6.6,tt0163084,6.5,6.7,5.9,6.5,6.9,41.0,237.0
146,5.7,tt0163097,6.2,5.6,5.3,5.5,6.2,20.0,93.0
127,4.7,tt0163109,5.0,4.7,4.6,4.7,5.0,11.0,74.0
649,5.6,tt0163114,5.6,5.7,5.3,5.6,6.2,217.0,279.0
277,5.2,tt0163125,5.0,5.1,5.2,5.1,5.5,70.0,137.0
322,6.0,tt0163141,6.0,6.0,6.1,6.1,5.5,9.0,222.0
139,6.0,tt0163147,5.8,5.9,6.1,5.9,6.3,,100.0
144,3.5,tt0163159,2.9,3.6,3.6,3.6,2.1,76.0,38.0
772,5.1,tt0163166,4.3,5.2,5.4,5.1,5.3,35.0,528.0
305,6.7,tt0163169,5.8,6.6,7.1,6.6,7.2,25.0,188.0
152,5.0,tt0163178,9.5,4.7,4.7,4.9,5.4,35.0,81.0
328,6.4,tt0163180,9.0,6.4,6.2,6.3,7.1,34.0,198.0
529,6.8,tt0163185,7.1,7.3,6.2,6.6,7.7,38.0,340.0
88693,5.5,tt0163187,5.8,5.4,5.5,5.2,5.9,17509.0,41739.0
159,3.5,tt0163246,2.9,4.2,3.8,3.7,1.0,68.0,52.0
152,4.7,tt0163315,5.0,4.2,4.9,4.9,4.0,79.0,41.0
423,5.5,tt0163318,5.9,5.6,5.3,5.5,5.8,154.0,142.0
123,5.8,tt0163333,5.5,5.3,6.0,5.5,5.9,2.0,82.0
1299,4.6,tt0163375,5.0,4.7,4.3,4.6,4.9,710.0,402.0
1586,7.4,tt0163494,7.2,7.5,6.9,7.4,7.1,201.0,922.0
550,6.1,tt0163511,5.8,6.1,5.6,6.1,6.1,71.0,330.0
102,6.0,tt0163519,6.5,5.7,6.4,5.8,6.1,15.0,56.0
154,4.0,tt0163529,3.4,4.2,4.0,4.1,3.9,71.0,43.0
153,6.9,tt0163537,6.7,6.9,7.0,7.0,6.7,8.0,106.0
549,6.8,tt0163559,6.6,6.9,6.6,6.8,6.8,166.0,235.0
2033,7.0,tt0163563,7.4,7.0,6.5,7.1,6.9,316.0,1205.0
9015,5.2,tt0163579,5.7,5.2,5.2,5.2,5.8,2528.0,4051.0
178,6.7,tt0163581,5.9,6.8,5.9,6.7,5.6,11.0,129.0
115,6.2,tt0163582,4.6,6.6,5.8,6.1,6.3,18.0,72.0
192,5.4,tt0163596,6.0,5.0,5.9,5.3,6.3,21.0,100.0
258,6.8,tt0163612,6.7,6.8,6.3,6.7,6.4,7.0,168.0
557,7.2,tt0163624,7.0,7.3,7.2,7.3,7.4,24.0,383.0
358102,7.0,tt0163651,7.1,7.0,6.8,7.1,6.5,65601.0,175350.0
4121,4.7,tt0163676,5.4,4.6,4.6,4.4,5.4,1573.0,1351.0
284,6.2,tt0163716,6.9,6.1,6.1,6.1,6.8,30.0,195.0
608,6.5,tt0163745,7.7,6.3,6.4,6.3,6.7,325.0,109.0
192,6.3,tt0163764,7.0,6.6,5.7,6.3,6.9,67.0,68.0
130,7.1,tt0163776,4.2,7.8,6.3,6.8,7.9,20.0,86.0
346,6.9,tt0163777,6.9,7.0,6.3,6.7,7.6,67.0,204.0
226,5.1,tt0163798,4.8,5.1,5.2,5.1,5.8,9.0,154.0
4607,6.2,tt0163818,6.4,6.1,5.9,6.1,6.1,739.0,2633.0
157,6.3,tt0163840,6.2,6.5,6.0,6.2,6.9,6.0,104.0
681,4.7,tt0163862,4.9,4.4,4.9,4.6,5.0,187.0,262.0
200,5.5,tt0163889,8.7,5.5,5.7,5.8,4.9,109.0,41.0
212132,6.7,tt0163978,6.8,6.6,6.3,6.7,6.6,26530.0,115846.0
13440,5.1,tt0163983,5.4,5.0,5.3,5.0,5.6,3441.0,6010.0
1019,5.3,tt0163984,6.1,5.4,4.9,5.2,5.7,519.0,246.0
123,7.0,tt0163985,6.8,7.0,6.8,6.8,7.3,22.0,69.0
59936,6.8,tt0163988,7.2,6.9,6.5,6.9,6.6,14844.0,28001.0
285,3.9,tt0163989,3.4,4.1,4.5,4.1,4.3,14.0,201.0
4767,6.0,tt0164003,6.0,6.0,6.1,6.0,5.9,1292.0,2303.0
457,5.7,tt0164008,5.3,5.9,5.6,5.8,5.4,71.0,269.0
338,3.5,tt0164016,3.9,3.6,3.5,3.5,5.5,135.0,143.0
236,4.3,tt0164018,5.3,4.1,4.5,4.5,2.7,135.0,35.0
154,6.5,tt0164021,5.6,6.8,5.8,6.3,6.0,24.0,83.0
163,3.5,tt0164024,3.0,3.6,3.4,3.8,1.1,87.0,30.0
512,3.6,tt0164026,4.4,3.6,3.4,3.5,4.7,130.0,243.0
116795,5.8,tt0164052,5.9,5.7,5.8,5.8,5.7,21910.0,60460.0
329,6.3,tt0164055,6.7,6.1,6.3,6.3,6.3,29.0,219.0
1726,7.9,tt0164063,7.9,8.0,7.0,7.9,7.7,42.0,1101.0
5599,6.9,tt0164085,6.9,6.9,6.9,6.9,6.8,2011.0,1907.0
839,8.1,tt0164094,8.0,8.3,7.0,8.1,8.1,19.0,560.0
10126,5.7,tt0164108,6.0,5.5,5.9,5.7,5.5,3453.0,3638.0
17284,5.8,tt0164114,6.2,5.6,5.6,5.3,6.2,5747.0,6090.0
289,3.0,tt0164143,2.8,2.9,3.1,2.9,3.7,118.0,94.0
70768,7.0,tt0164181,6.9,7.0,7.0,6.9,7.1,19584.0,31074.0
98309,6.4,tt0164184,6.5,6.3,6.5,6.4,6.4,22851.0,46129.0
539,4.5,tt0164192,4.9,4.7,4.0,4.5,4.8,197.0,163.0
21127,6.5,tt0164212,6.6,6.5,6.5,6.5,6.6,3295.0,11854.0
2728,5.0,tt0164221,4.8,5.0,5.0,4.8,5.4,490.0,1488.0
212,5.6,tt0164318,7.0,5.4,5.5,5.5,5.1,105.0,45.0
70287,6.4,tt0164334,6.5,6.3,6.5,6.3,6.6,14864.0,34345.0
258,3.5,tt0164336,3.4,3.6,3.3,3.6,1.2,79.0,130.0
744,7.2,tt0164347,7.1,7.3,6.8,7.2,7.4,135.0,455.0
1892,6.9,tt0164368,8.0,6.7,6.8,6.8,7.4,238.0,1208.0
420,4.2,tt0164393,4.2,4.2,4.2,4.2,3.9,134.0,191.0
344,6.3,tt0164402,6.8,6.4,6.1,6.3,6.3,95.0,154.0
496,5.3,tt0164419,6.1,5.1,5.4,5.3,5.1,63.0,287.0
104,5.2,tt0164425,6.1,5.1,5.1,5.2,5.0,20.0,60.0
119,6.2,tt0164444,8.5,6.0,6.0,6.2,5.6,66.0,28.0
247,7.3,tt0164475,7.6,7.4,6.0,7.1,7.5,5.0,187.0
843,6.4,tt0164519,6.4,6.3,6.6,6.4,6.6,12.0,542.0
172,5.8,tt0164522,5.6,5.7,5.7,5.8,2.6,52.0,80.0
25046,7.6,tt0164538,7.9,7.4,7.2,7.6,7.4,1674.0,14373.0
262,3.9,tt0164539,3.3,4.0,3.8,3.8,3.0,70.0,127.0
391,3.6,tt0164545,2.6,4.0,3.6,3.7,4.4,209.0,136.0
201,6.6,tt0164549,6.1,6.8,6.4,6.7,6.0,78.0,84.0
6500,5.5,tt0164550,5.9,5.1,5.7,5.4,5.8,493.0,3333.0
109,5.5,tt0164611,6.2,4.5,6.0,5.5,7.1,50.0,35.0
354,5.2,tt0164699,5.5,5.2,4.9,5.2,4.8,136.0,126.0
287,6.8,tt0164707,6.8,6.6,7.0,6.7,7.4,75.0,145.0
2314,6.1,tt0164711,6.2,6.0,5.8,6.0,6.6,92.0,1487.0
162,6.2,tt0164718,4.5,5.6,6.8,5.5,8.2,24.0,91.0
243,5.9,tt0164750,5.8,5.8,5.8,5.8,5.5,30.0,161.0
7245,7.1,tt0164756,7.1,7.1,7.2,7.1,7.2,725.0,4426.0
440,3.8,tt0164802,5.7,3.6,3.5,3.6,5.7,98.0,233.0
247,4.8,tt0164807,5.0,4.4,5.2,4.7,4.4,94.0,78.0
944,5.9,tt0164810,5.4,5.8,6.1,5.8,6.3,293.0,399.0
214,5.8,tt0164839,,6.5,5.5,5.5,7.6,4.0,190.0
117,4.1,tt0164876,4.4,4.0,3.8,4.0,5.0,3.0,92.0
2253,6.6,tt0164877,6.6,6.6,6.6,6.6,6.7,325.0,1139.0
132,4.0,tt0164879,3.4,4.3,3.7,3.9,4.2,64.0,42.0
705,7.0,tt0164882,7.2,7.1,6.5,7.0,7.1,167.0,414.0
138,5.1,tt0164887,7.7,4.3,5.2,4.9,5.4,55.0,40.0
118126,5.9,tt0164912,6.0,5.7,6.0,5.9,6.1,20716.0,55693.0
3404,6.6,tt0164917,6.4,6.6,6.4,6.6,6.7,656.0,1790.0
20360,6.5,tt0164961,6.5,6.5,6.3,6.5,6.6,1007.0,14014.0
149,6.1,tt0164977,6.0,6.4,5.6,6.1,5.7,36.0,78.0
1047,7.4,tt0164982,7.5,7.4,7.3,7.4,7.1,350.0,484.0
884,7.4,tt0164983,7.1,7.4,7.3,7.3,7.1,329.0,355.0
1028,7.3,tt0164984,7.1,7.3,7.4,7.3,6.9,381.0,421.0
886,6.5,tt0164987,6.7,6.4,6.3,6.5,6.4,22.0,591.0
9056,7.7,tt0165078,7.8,7.6,7.6,7.6,7.8,1947.0,4551.0
364,5.3,tt0165086,5.8,5.1,5.2,5.0,6.1,130.0,108.0
135,4.2,tt0165098,5.0,4.3,3.7,4.1,5.1,46.0,60.0
255,3.5,tt0165107,2.8,3.2,3.8,3.4,3.6,97.0,104.0
273,6.0,tt0165113,7.0,5.6,6.2,6.2,4.0,4.0,243.0
1104,6.9,tt0165196,6.5,6.6,7.1,6.8,7.0,293.0,514.0
275,4.8,tt0165214,3.3,4.9,5.0,4.7,5.2,134.0,79.0
107,5.9,tt0165218,6.8,6.7,4.7,5.9,5.2,25.0,53.0
142,3.9,tt0165223,4.5,3.9,3.8,3.9,3.5,61.0,47.0
159,3.6,tt0165230,3.5,3.6,3.2,3.3,2.6,40.0,71.0
304,6.7,tt0165237,7.0,6.8,5.6,6.6,6.0,59.0,167.0
124,5.2,tt0165247,7.3,5.1,5.1,5.2,10.0,14.0,75.0
150,3.1,tt0165251,2.6,3.3,2.9,3.1,3.4,60.0,64.0
309,6.2,tt0165256,6.4,6.4,5.8,6.2,6.9,116.0,113.0
102,6.4,tt0165264,7.0,6.6,6.0,6.5,5.7,24.0,49.0
138,7.1,tt0165278,7.6,7.5,3.9,6.4,7.5,6.0,96.0
102,6.3,tt0165285,5.8,6.0,6.8,6.3,7.8,13.0,68.0
1259,3.4,tt0165303,3.7,3.3,3.2,3.4,3.2,518.0,357.0
233,7.5,tt0165304,7.2,7.7,6.6,7.4,7.8,27.0,160.0
306,4.2,tt0165306,4.2,4.2,4.1,4.2,4.0,81.0,141.0
651,5.6,tt0165325,5.1,5.5,6.0,5.6,5.2,121.0,362.0
161,6.1,tt0165339,6.0,6.3,6.1,6.2,6.0,44.0,78.0
348,6.6,tt0165348,7.0,6.8,6.1,6.6,6.3,132.0,140.0
5920,6.2,tt0165361,6.5,6.2,5.7,6.0,6.6,1427.0,2890.0
255,5.5,tt0165362,5.5,5.4,5.8,5.4,6.9,94.0,108.0
112,6.9,tt0165379,7.1,6.7,7.2,7.0,6.9,22.0,64.0
124,6.0,tt0165382,5.6,6.2,6.1,6.0,6.0,12.0,75.0
1232,6.2,tt0165384,6.7,6.2,6.2,6.1,6.8,210.0,704.0
1293,3.9,tt0165396,3.9,3.7,4.6,3.9,4.1,498.0,515.0
185,3.6,tt0165400,2.0,3.9,3.7,3.7,4.2,49.0,93.0
248,5.9,tt0165405,6.5,6.0,5.8,5.8,7.2,26.0,150.0
244,6.1,tt0165409,5.0,5.8,6.2,5.8,7.1,71.0,109.0
108,4.6,tt0165414,3.6,5.0,4.2,4.6,4.1,42.0,29.0
113,6.1,tt0165429,,6.9,5.3,6.0,6.8,5.0,85.0
294,5.3,tt0165445,5.4,5.0,5.5,5.3,5.3,87.0,119.0
1079,5.6,tt0165454,5.2,5.8,5.5,5.7,5.0,312.0,467.0
200,5.6,tt0165461,3.8,5.2,5.8,5.5,4.9,93.0,60.0
1566,8.0,tt0165473,8.3,8.0,7.4,8.0,8.0,642.0,696.0
313,3.2,tt0165489,2.9,3.3,2.7,3.1,2.8,106.0,144.0
4714,3.1,tt0165494,3.1,3.1,3.2,3.1,3.3,2332.0,1133.0
3536,6.4,tt0165499,6.6,6.4,6.3,6.4,6.7,662.0,1846.0
9423,8.1,tt0165546,8.2,8.1,7.3,8.0,8.0,451.0,5992.0
154,5.8,tt0165550,6.0,5.9,5.7,5.9,5.0,8.0,109.0
308,3.8,tt0165621,2.5,3.8,3.7,3.6,6.5,76.0,157.0
7198,7.4,tt0165623,7.5,7.4,7.2,7.4,7.3,1391.0,3969.0
335,7.2,tt0165625,7.0,7.8,5.0,7.2,6.5,29.0,188.0
132,5.4,tt0165628,7.5,5.3,5.3,5.3,5.9,49.0,48.0
647,8.2,tt0165629,8.2,8.5,6.4,8.3,8.2,17.0,438.0
283,7.1,tt0165636,7.2,7.5,5.9,7.0,7.3,18.0,191.0
134,3.4,tt0165642,6.8,3.8,2.9,3.3,7.0,32.0,57.0
5408,4.9,tt0165643,5.0,4.9,4.8,4.9,4.8,1773.0,2055.0
201,5.9,tt0165688,5.5,6.3,5.5,5.8,9.3,32.0,126.0
33952,6.9,tt0165710,7.2,6.9,6.4,6.8,7.2,10956.0,14035.0
112,5.4,tt0165729,5.0,5.5,5.4,5.4,6.3,43.0,40.0
126,6.1,tt0165749,6.7,6.2,6.0,6.1,6.2,45.0,60.0
117,5.4,tt0165752,,5.2,4.6,5.0,6.0,14.0,101.0
7302,7.0,tt0165773,7.1,7.0,7.0,7.0,7.0,1584.0,3631.0
